,Floor,Number of floors,Covered parking spaces,Outdoor parking spaces,Surroundings type,Living area,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bathrooms,Shower rooms,Toilets,Terrace surface,Terrace orientation,Accessible for disabled people,Intercom,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Tenement building,Address,Website,Available as of,Living room surface,Garden surface,Elevator,TV cable,Heating type,Double glazing,Garden orientation,Price,Kitchen type,Kitchen surface,Neighbourhood or locality,Construction year,Building condition,Virtual visit,Basement,Furnished,Thermic solar panels,External reference,Number of frontages,Swimming pool,Property name,Street frontage width,Dining room,Dressing room,Laundry room,Basement surface,Visio phone,Planning permission obtained,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Latest land use designation,Monthly charges,Cadastral income,Agent's name,Flood zone type,Office,Armored door,Caretaker,Secure access / alarm,As built plan,E-level (overall energy performance),Conformity certification for fuel tanks,Heat pump,Photovoltaic solar panels,Common water heater,Total ground floor buildable,Living room,Garden,Terrace,Available date,Bedroom 4 surface,Obligation to build,How many fireplaces?,Jacuzzi,Sauna,Office surface,Professional space,Attic surface,Sea view,Attic,Internet,Type of building,Number of annexes,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Air conditioning
9166152,2,,,,"Living area (residential, urban or rural)",53m² square meters,1,10m² square meters,,,1,,1,8m² square meters,South,Yes,,Not specified,Not specified,Not specified,Not specified,Not specified,No,"Zoning Industriel Le Cerisier, Transinne, 9 6890- Libin",http://www.batifer.be,At delivery,,,,,,,,,,,,,,,,,,,,,Résidence Santorin,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9166184,1,,,,"Living area (residential, urban or rural)",88m² square meters,2,13m² square meters,12m² square meters,,1,,1,8m² square meters,South,Yes,,Not specified,Not specified,Not specified,Not specified,Not specified,No,"Zoning Industriel Le Cerisier, Transinne, 9 6890- Libin",http://www.batifer.be,At delivery,,,,,,,,,,,,,,,,,,,,,Résidence Santorin,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9166185,2,,,,"Living area (residential, urban or rural)",87m² square meters,2,13m² square meters,12m² square meters,,1,,1,8m² square meters,South,Yes,,Not specified,Not specified,Not specified,Not specified,Not specified,No,"Zoning Industriel Le Cerisier, Transinne, 9 6890- Libin",http://www.batifer.be,At delivery,,,,,,,,,,,,,,,,,,,,,Résidence Santorin,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9166220,1,,,,"Living area (residential, urban or rural)",55m² square meters,1,12m² square meters,,,1,,1,6m² square meters,South,Yes,,Not specified,Not specified,Not specified,Not specified,Not specified,No,"Zoning Industriel Le Cerisier, Transinne, 9 6890- Libin",http://www.batifer.be,At delivery,,,,,,,,,,,,,,,,,,,,,Résidence Santorin,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9166186,2,,,,"Living area (residential, urban or rural)",88m² square meters,2,13m² square meters,12m² square meters,,1,,1,8m² square meters,South,Yes,,Not specified,Not specified,Not specified,Not specified,Not specified,No,"Zoning Industriel Le Cerisier, Transinne, 9 6890- Libin",http://www.batifer.be,At delivery,,,,,,,,,,,,,,,,,,,,,Résidence Santorin,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9166221,2,,,,"Living area (residential, urban or rural)",63m² square meters,1,11m² square meters,,,1,,1,6m² square meters,South,Yes,,Not specified,Not specified,Not specified,Not specified,Not specified,No,"Zoning Industriel Le Cerisier, Transinne, 9 6890- Libin",http://www.batifer.be,At delivery,,,,,,,,,,,,,,,,,,,,,Résidence Santorin,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9166219,1,,,,"Living area (residential, urban or rural)",55m² square meters,1,12m² square meters,,,1,,1,6m² square meters,South,Yes,,Not specified,Not specified,Not specified,Not specified,Not specified,No,"Zoning Industriel Le Cerisier, Transinne, 9 6890- Libin",http://www.batifer.be,At delivery,,,,,,,,,,,,,,,,,,,,,Résidence Santorin,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9166218,1,,,,"Living area (residential, urban or rural)",63m² square meters,1,11m² square meters,,,1,,1,6m² square meters,South,Yes,,Not specified,Not specified,Not specified,Not specified,Not specified,No,"Zoning Industriel Le Cerisier, Transinne, 9 6890- Libin",http://www.batifer.be,At delivery,,,,,,,,,,,,,,,,,,,,,Résidence Santorin,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9166222,2,,,,"Living area (residential, urban or rural)",55m² square meters,1,12m² square meters,,,1,,1,6m² square meters,South,Yes,,Not specified,Not specified,Not specified,Not specified,Not specified,No,"Zoning Industriel Le Cerisier, Transinne, 9 6890- Libin",http://www.batifer.be,At delivery,,,,,,,,,,,,,,,,,,,,,Résidence Santorin,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9166223,2,,,,"Living area (residential, urban or rural)",55m² square meters,1,12m² square meters,,,1,,1,6m² square meters,South,Yes,,Not specified,Not specified,Not specified,Not specified,Not specified,No,"Zoning Industriel Le Cerisier, Transinne, 9 6890- Libin",http://www.batifer.be,At delivery,,,,,,,,,,,,,,,,,,,,,Résidence Santorin,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9166183,1,,,,"Living area (residential, urban or rural)",87m² square meters,2,13m² square meters,12m² square meters,,1,,1,8m² square meters,South,Yes,,Not specified,Not specified,Not specified,Not specified,Not specified,No,"Zoning Industriel Le Cerisier, Transinne, 9 6890- Libin",http://www.batifer.be,At delivery,,,,,,,,,,,,,,,,,,,,,Résidence Santorin,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9166287,1,,,,"Living area (residential, urban or rural)",98m² square meters,2,14m² square meters,12m² square meters,,1,,1,6m² square meters,South,Yes,,Not specified,Not specified,Not specified,Not specified,Not specified,No,"Zoning Industriel Le Cerisier, Transinne, 9 6890- Libin",http://www.batifer.be,At delivery,,,Yes,,,,,,,,,,,,,,,,,,Résidence Santorin,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9166285,1,,,,"Living area (residential, urban or rural)",84m² square meters,2,14m² square meters,13m² square meters,,1,,1,6m² square meters,South,Yes,,Not specified,Not specified,Not specified,Not specified,Not specified,No,"Zoning Industriel Le Cerisier, Transinne, 9 6890- Libin",http://www.batifer.be,At delivery,,,Yes,,,,,"€ 196,450 196450 €",,,,,,,,,,,,,Résidence Santorin,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9166686,1,,1,,,,1,,,,,,,,,No,No,129 kWh/m² kilowatt hour per square meters,B,46014-G-2013/174/EP16201/A001/D04/SD019,Not specified,Not specified,No,Pr. Thuysbaertlaan 12/b 9160- Lokeren,http://www.woonbureau.be,,,,Yes,No,,No,,"€ 215,000 215000 €",,,,,,,,No,,,2,No,,,,,,,No,Yes,Yes,Yes,No,"Living area (residential, urban or rural)",€ 50 50 €,,,Non flood zone,No,No,,No,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9166290,2,,,,"Living area (residential, urban or rural)",90m² square meters,2,12m² square meters,12m² square meters,,1,,1,6m² square meters,South,Yes,,Not specified,Not specified,Not specified,Not specified,Not specified,No,"Zoning Industriel Le Cerisier, Transinne, 9 6890- Libin",http://www.batifer.be,At delivery,,,Yes,,,,,,,,,,,,,,,,,,Résidence Santorin,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9166286,1,,,,"Living area (residential, urban or rural)",90m² square meters,2,12m² square meters,12m² square meters,,1,,1,6m² square meters,South,Yes,,Not specified,Not specified,Not specified,Not specified,Not specified,No,"Zoning Industriel Le Cerisier, Transinne, 9 6890- Libin",http://www.batifer.be,At delivery,,,Yes,,,,,,,,,,,,,,,,,,Résidence Santorin,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9166288,1,,,,"Living area (residential, urban or rural)",93m² square meters,2,14m² square meters,12m² square meters,,1,,1,6m² square meters,South,Yes,,Not specified,Not specified,Not specified,Not specified,Not specified,No,"Zoning Industriel Le Cerisier, Transinne, 9 6890- Libin",http://www.batifer.be,At delivery,,,Yes,,,,,,,,,,,,,,,,,,Résidence Santorin,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9166292,2,,,,"Living area (residential, urban or rural)",93m² square meters,2,14m² square meters,12m² square meters,,1,,1,6m² square meters,South,Yes,,Not specified,Not specified,Not specified,Not specified,Not specified,No,"Zoning Industriel Le Cerisier, Transinne, 9 6890- Libin",http://www.batifer.be,At delivery,,,Yes,,,,,"€ 205,750 205750 €",,,,,,,,,,,,,Résidence Santorin,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9166289,2,,,,"Living area (residential, urban or rural)",84m² square meters,2,14m² square meters,13m² square meters,,1,,1,6m² square meters,South,Yes,,Not specified,Not specified,Not specified,Not specified,Not specified,No,"Zoning Industriel Le Cerisier, Transinne, 9 6890- Libin",http://www.batifer.be,At delivery,,,Yes,,,,,,,,,,,,,,,,,,Résidence Santorin,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9166291,2,,,,"Living area (residential, urban or rural)",98m² square meters,2,14m² square meters,12m² square meters,,1,,1,6m² square meters,South,Yes,,Not specified,Not specified,Not specified,Not specified,Not specified,No,"Zoning Industriel Le Cerisier, Transinne, 9 6890- Libin",http://www.batifer.be,At delivery,,,Yes,,,,,,,,,,,,,,,,,,Résidence Santorin,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9166319,3,,,,Urban,93m² square meters,2,,,,1,,,5m² square meters,,,,Not specified,A,Not specified,Not specified,Not specified,,Rue de la Cathédrale 17 4000- Liège,http://www.stolerimmo.be,After signing the deed,,,Yes,Yes,Gas,Yes,,,Installed,,Liege,2020,As new,,,,,668/2249,2,,,,,,Yes,,Yes,Yes,,,No,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9166694,1,1,,2,,102m² square meters,2,,,,1,,1,12m² square meters,,,,115 kWh/m² kilowatt hour per square meters,B,Not specified,Not specified,Not specified,,Avenue des Ardennes 1/02 4500- Huy,http://www.immo-bertrand.be,,50m² square meters,200m² square meters,,,Gas,Yes,South East,,Installed,,,2021,,,Yes,No,,1685 - 2114,4,,,7 m,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,November 1 2021 - 12:00 AM,,,,,,,,,,,,,,,,,,,,
9167212,1,,,,,87m² square meters,2,,,,1,,,17m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Verbeytstraat 1 B1 1853- Strombeek-Bever,http://www.cbi-immo.be,At delivery,,,,,,Yes,,"€ 235,900 235900 €",Hyper equipped,,,2021,As new,,,No,,4272441,,,,,,,,,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9167210,1,,,,,86m² square meters,2,,,,2,,,15m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Verbeytstraat 1 B1 1853- Strombeek-Bever,http://www.cbi-immo.be,At delivery,,,,,,Yes,,"€ 248,900 248900 €",Hyper equipped,,,2021,As new,,,No,,4272416,,,,,,,,,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9167211,1,,,,,87m² square meters,2,,,,1,,,17m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Verbeytstraat 1 B1 1853- Strombeek-Bever,http://www.cbi-immo.be,At delivery,,,,,,Yes,,"€ 225,900 225900 €",Hyper equipped,,,2021,As new,,,No,,4272423,,,,,,,,,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9167209,1,,,,,124m² square meters,3,,,,2,,,31m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Verbeytstraat 1 B1 1853- Strombeek-Bever,http://www.cbi-immo.be,At delivery,,,,,,Yes,,,Hyper equipped,,,2021,As new,,,No,,4272397,,,,,,,,,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9167214,1,,,,,86m² square meters,2,,,,1,,,12m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Verbeytstraat 1 B1 1853- Strombeek-Bever,http://www.cbi-immo.be,At delivery,,,,,,Yes,,"€ 245,900 245900 €",Hyper equipped,,,2021,As new,,,No,,4272452,,,,,,,,,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9167213,1,,,,,85m² square meters,2,,,,1,,,15m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Verbeytstraat 1 B1 1853- Strombeek-Bever,http://www.cbi-immo.be,At delivery,,,,,,Yes,,,Hyper equipped,,,2021,As new,,,No,,4272446,,,,,,,,,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9167215,1,,,,,85m² square meters,2,,,,1,,,16m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Verbeytstraat 1 B1 1853- Strombeek-Bever,http://www.cbi-immo.be,At delivery,,,,,,Yes,,,Hyper equipped,,,2021,As new,,,No,,4272456,,,,,,,,,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9167218,1,,,,,47m² square meters,1,,,,1,,,6m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Verbeytstraat 1 B1 1853- Strombeek-Bever,http://www.cbi-immo.be,At delivery,,,,,,Yes,,,Hyper equipped,,,2021,As new,,,No,,4272475,,,,,,,,,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9167217,1,,,,,67m² square meters,1,,,,1,,,4m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Verbeytstraat 1 B1 1853- Strombeek-Bever,http://www.cbi-immo.be,At delivery,,,,,,Yes,,,Hyper equipped,,,2021,As new,,,No,,4272470,,,,,,,,,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9167216,1,,,,,66m² square meters,1,,,,1,,,12m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Verbeytstraat 1 B1 1853- Strombeek-Bever,http://www.cbi-immo.be,At delivery,,,,,,Yes,,,Hyper equipped,,,2021,As new,,,No,,4272463,,,,,,,,,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9167221,2,,,,,124m² square meters,3,,,,2,,,34m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Verbeytstraat 1 B1 1853- Strombeek-Bever,http://www.cbi-immo.be,At delivery,,,,,,Yes,,,Hyper equipped,,,2021,As new,,,No,,4272489,,,,,,,,,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9167226,2,,,,,86m² square meters,2,,,,1,,,13m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Verbeytstraat 1 B1 1853- Strombeek-Bever,http://www.cbi-immo.be,At delivery,,,,,,Yes,,,Hyper equipped,,,2021,As new,,,No,,4273002,,,,,,,,,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9167224,2,,,,,87m² square meters,2,,,,1,,,12m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Verbeytstraat 1 B1 1853- Strombeek-Bever,http://www.cbi-immo.be,At delivery,,,,,,Yes,,,Hyper equipped,,,2021,As new,,,No,,4272983,,,,,,,,,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9167225,2,,,,,85m² square meters,2,,,,1,,,12m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Verbeytstraat 1 B1 1853- Strombeek-Bever,http://www.cbi-immo.be,At delivery,,,,,,Yes,,,Hyper equipped,,,2021,As new,,,No,,4272999,,,,,,,,,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9167222,2,,,,,87m² square meters,2,,,,1,,,17m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Verbeytstraat 1 B1 1853- Strombeek-Bever,http://www.cbi-immo.be,At delivery,,,,,,Yes,,"€ 253,900 253900 €",Hyper equipped,,,2021,As new,,,No,,4272683,,,,,,,,,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9167227,2,,,,,85m² square meters,2,,,,1,,,13m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Verbeytstraat 1 B1 1853- Strombeek-Bever,http://www.cbi-immo.be,At delivery,,,,,,Yes,,"€ 259,900 259900 €",Hyper equipped,,,2021,As new,,,No,,4273032,,,,,,,,,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9167223,2,,,,,87m² square meters,2,,,,1,,,17m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Verbeytstraat 1 B1 1853- Strombeek-Bever,http://www.cbi-immo.be,At delivery,,,,,,Yes,,,Hyper equipped,,,2021,As new,,,No,,4272979,,,,,,,,,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9167219,1,,,,,74m² square meters,1,,,,1,,,7m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Verbeytstraat 1 B1 1853- Strombeek-Bever,http://www.cbi-immo.be,At delivery,,,,,,Yes,,"€ 205,900 205900 €",Hyper equipped,,,2021,As new,,,No,,4272479,,,,,,,,,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9167228,2,,,,,66m² square meters,1,,,,1,,,10m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Verbeytstraat 1 B1 1853- Strombeek-Bever,http://www.cbi-immo.be,At delivery,,,,,,Yes,,,Hyper equipped,,,2021,As new,,,No,,4273051,,,,,,,,,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9167232,2,,,,,74m² square meters,1,,,,1,,,8m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Verbeytstraat 1 B1 1853- Strombeek-Bever,http://www.cbi-immo.be,At delivery,,,,,,Yes,,"€ 208,900 208900 €",Hyper equipped,,,2021,As new,,,No,,4273064,,,,,,,,,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9167234,3,,,,,124m² square meters,3,,,,2,,,31m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Verbeytstraat 1 B1 1853- Strombeek-Bever,http://www.cbi-immo.be,At delivery,,,,,,Yes,,,Hyper equipped,,,2021,As new,,,No,,4273066,,,,,,,,,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9167239,3,,,,,86m² square meters,2,,,,1,,,10m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Verbeytstraat 1 B1 1853- Strombeek-Bever,http://www.cbi-immo.be,At delivery,,,,,,Yes,,,Hyper equipped,,,2021,As new,,,No,,4273090,,,,,,,,,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9167231,2,,,,,46m² square meters,1,,,,1,,,6m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Verbeytstraat 1 B1 1853- Strombeek-Bever,http://www.cbi-immo.be,At delivery,,,,,,Yes,,,Hyper equipped,,,2021,As new,,,No,,4273061,,,,,,,,,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9167238,3,,,,,85m² square meters,2,,,,1,,,14m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Verbeytstraat 1 B1 1853- Strombeek-Bever,http://www.cbi-immo.be,At delivery,,,,,,Yes,,,Hyper equipped,,,2021,As new,,,No,,4273087,,,,,,,,,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9167229,2,,,,,67m² square meters,1,,,,1,,,4m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Verbeytstraat 1 B1 1853- Strombeek-Bever,http://www.cbi-immo.be,At delivery,,,,,,Yes,,,Hyper equipped,,,2021,As new,,,No,,4273056,,,,,,,,,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9167236,3,,,,,87m² square meters,2,,,,1,,,17m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Verbeytstraat 1 B1 1853- Strombeek-Bever,http://www.cbi-immo.be,At delivery,,,,,,Yes,,"€ 232,900 232900 €",Hyper equipped,,,2021,As new,,,No,,4273081,,,,,,,,,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9167240,3,,,,,85m² square meters,2,,,,1,,,15m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Verbeytstraat 1 B1 1853- Strombeek-Bever,http://www.cbi-immo.be,At delivery,,,,,,Yes,,,Hyper equipped,,,2021,As new,,,No,,4273093,,,,,,,,,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9167241,3,,,,,65m² square meters,1,,,,1,,,12m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Verbeytstraat 1 B1 1853- Strombeek-Bever,http://www.cbi-immo.be,At delivery,,,,,,Yes,,,Hyper equipped,,,2021,As new,,,No,,4273096,,,,,,,,,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9167235,3,,,,,86m² square meters,2,,,,1,,,14m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Verbeytstraat 1 B1 1853- Strombeek-Bever,http://www.cbi-immo.be,At delivery,,,,,,Yes,,"€ 263,900 263900 €",Hyper equipped,,,2021,As new,,,No,,4273071,,,,,,,,,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9167237,3,,,,,87m² square meters,2,,,,1,,,14m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Verbeytstraat 1 B1 1853- Strombeek-Bever,http://www.cbi-immo.be,At delivery,,,,,,Yes,,,Hyper equipped,,,2021,As new,,,No,,4273083,,,,,,,,,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9167242,3,,,,,67m² square meters,1,,,,1,,,4m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Verbeytstraat 1 B1 1853- Strombeek-Bever,http://www.cbi-immo.be,At delivery,,,,,,Yes,,"€ 192,900 192900 €",Hyper equipped,,,2021,As new,,,No,,4273100,,,,,,,,,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9167243,3,,,,,45m² square meters,1,,,,1,,,6m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Verbeytstraat 1 B1 1853- Strombeek-Bever,http://www.cbi-immo.be,At delivery,,,,,,Yes,,,Hyper equipped,,,2021,As new,,,No,,4273102,,,,,,,,,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
