,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Available date,Construction year,Building condition,Street frontage width,Number of frontages,Surroundings type,Virtual visit,Living area,Living room surface,Dining room,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bathrooms,Shower rooms,Toilets,Office surface,Office,Basement,Attic,Furnished,Surface of the plot,Width of the lot on the street,Connection to sewer network,"Gas, water &amp; electricity",Elevator,Accessible for disabled people,Intercom,TV cable,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Double glazing,Total ground floor buildable,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Outdoor parking spaces,Garden surface,Garden orientation,Conformity certification for fuel tanks,Covered parking spaces,Terrace surface,Planning permission obtained,Agent's name,Garden,Terrace,E-level (overall energy performance),Neighbourhood or locality,Attic surface,Bedroom 4 surface,Bedroom 5 surface,Basement surface,Professional space surface,Secure access / alarm,Living room,How many fireplaces?,Dressing room,Laundry room,Professional space,Armored door,Land is facing street,Wooded land,Plot at rear,Flat land,Caretaker,Air conditioning,Visio phone,Jacuzzi,Sauna,Internet,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Type of building,Obligation to build,Terrace orientation,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitants,Isolated,Venue of the sale,Single session,Terms of visit,Starting price,Current monthly revenue,Maximum duration of annuity,Monthly charges,Number of annexes,Percentage rented,Property name,EPC description,Extra information,Age of annuitant
9954226,9954226,house,house,325000,forsale,5660,m,semiequipped,,tobedoneup,fueloil,,23,1606,,,890,,true,,,7,,Namur,After signing the deed,,,To be done up,19 m,3,,,1405m²square meters,,,Semi equipped,,23,,,,13,,13,,Yes,,,No,1606m²square meters,,,Yes,,,,,,Not specified,Not specified,/,Not specified,Not specified,No,Fuel oil,Yes,,,,,,,"Make an offer starting from€ 325,000Make an offer starting from325000 €","€ 3,0613061 €",No,Faubourg Saint Germain 28 5660- Couvin,http://www.immoleseauxvives.be,2941 - V488,Namur,7,890m²square meters,,,,,,NICOLAS AMAURY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10030614,10030614,house,house,299000,forsale,5300,m,installed,,asnew,gas,168,4,570,,,570,true,,,,,,Namur,To be defined,,,As new,,3,,,232m²square meters,,,Installed,,4,,,,2,2,3,,,,,No,570m²square meters,,,,,,,,,168 kWh/m²kilowatt hour per square meters,B,2017005001656,Not specified,15488 kWh/year,,Gas,,,,,,,,"Make an offer starting from€ 299,000Make an offer starting from299000 €",,No,Rue de Ciney 168 5350- Ohey,,4811722,Namur,,570m²square meters,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9537586,9537586,house,house,289000,forsale,5000,m,hyperequipped,,good,fueloil,348,4,381,true,true,,true,,,1,,,Namur,After signing the deed,,,Good,,3,Urban,,140m²square meters,28m²square meters,,Hyper equipped,11m²square meters,4,11m²square meters,13m²square meters,13m²square meters,,2,2,,,,,No,381m²square meters,,Connected,Yes,,,,Yes,,348 kWh/m²kilowatt hour per square meters,E,20211004001930,87 kg CO₂/m²,65657 kWh/year,,Fuel oil,Yes,,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 289,000289000 €",,No,Chaussée de Louvain 258 5004- Bouge,http://www.s-immo.be/,,Namur,,,,No,1,22m²square meters,,,,,,,17m²square meters,12m²square meters,,4m²square meters,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9786923,9786923,house,house,349000,forsale,5020,m,hyperequipped,,asnew,gas,180,4,820,,true,,true,true,,,1,,Namur,After signing the deed,,,As new,,3,"Living area (residential, urban or rural)",,163m²square meters,37m²square meters,,Hyper equipped,14m²square meters,4,18m²square meters,18m²square meters,18m²square meters,1,,1,,Yes,,,,820m²square meters,,Connected,Yes,,,,,,180 kWh/m²kilowatt hour per square meters,C,20220303004879,34 kg CO₂/m²,41533 kWh/year,,Gas,Yes,,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 349,000349000 €",,,Chaussée de Louvain 258 5004- Bouge,http://www.s-immo.be/,,Namur,1,,,No,,49m²square meters,Yes,,,,,,,18m²square meters,,46m²square meters,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9617061,9617061,house,house,265000,forsale,5080,m,installed,,torenovate,fueloil,370,5,1320,,,,,true,,5,6,,Namur,After signing the deed,,,To renovate,,4,Countryside,,220m²square meters,53m²square meters,,Installed,19m²square meters,5,27m²square meters,13m²square meters,14m²square meters,,,,17m²square meters,Yes,,,,1320m²square meters,,Connected,Yes,,,,Yes,,370 kWh/m²kilowatt hour per square meters,E,20210203001403,91 kg CO₂/m²,90953 kWh/year,,Fuel oil,,,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 265,000265000 €","€ 1,0901090 €",,Chaussée de Louvain 258 5004- Bouge,http://www.s-immo.be/,,Namur,6,,,No,5,,,,,,,,,9m²square meters,8m²square meters,,17m²square meters,,,,,Yes,Yes,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10159097,10159097,house,house,90000,forsale,5670,m,,,good,fueloil,645,1,87,true,,,,true,,,,,Namur,After signing the deed,,,Good,,3,,,,,,,,1,,,,,1,1,,Yes,,Yes,,87m²square meters,,,,,,,,,645 kWh/m²kilowatt hour per square meters,G,20170126011479,Not specified,69804 kWh/year,,Fuel oil,Yes,,,,,,"Living area (residential, urban or rural)","Make an offer starting from€ 90,000Make an offer starting from90000 €",€ 292292 €,No,Avenue de la Libération 106 5660- Couvin,,,Namur,,,,,,,,Melissa CHABOT,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9883881,9883881,house,exceptionalproperty,890000,forsale,5500,m,hyperequipped,,good,fueloil,246,5,10000,,true,,true,true,,6,15,,Namur,After signing the deed,,,Good,,4,"Living area (residential, urban or rural)",,410m²square meters,42m²square meters,Yes,Hyper equipped,17m²square meters,5,37m²square meters,32m²square meters,20m²square meters,3,,4,13m²square meters,Yes,,,,10000m²square meters,,,Yes,,,,Yes,,246 kWh/m²kilowatt hour per square meters,C,20200703009414,61 kg CO₂/m²,153473 kWh/year,,Fuel oil,Yes,,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 890,000890000 €",,No,Chaussée de Louvain 258 5004- Bouge,http://www.s-immo.be/,,Namur,15,,,,6,135m²square meters,,,,,,,,16m²square meters,13m²square meters,320m²square meters,13m²square meters,,,,,Yes,Yes,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10133620,10133620,house,countrycottage,185000,forsale,5540,m,hyperequipped,2011,asnew,,,3,500,,,42,true,,,1,4,1,Namur,Depending on the tenant,,2011,As new,,4,"Living area (residential, urban or rural)",,120m²square meters,12m²square meters,,Hyper equipped,24m²square meters,3,24m²square meters,12m²square meters,12m²square meters,1,1,2,,No,,,,500m²square meters,,,No,No,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,,,Yes,,Yes,,,,,"€ 185,000185000 €",€ 438438 €,No,,,,Namur,4,42m²square meters,South,,1,24m²square meters,Yes,,,,,,,,,,,No,,,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,
10155770,10155770,house,house,100000,forsale,5190,m,,,torenovate,gas,636,1,304,,,,,,,,,,Namur,After signing the deed,,,To renovate,,3,Countryside,,138m²square meters,,,,,1,13m²square meters,,,1,,1,,,,,,304m²square meters,,,,,,,,,636 kWh/m²kilowatt hour per square meters,G,20220901009720,Not specified,87456 kWh/year,,Gas,Yes,,,,No,,"Living area (residential, urban or rural)","Make an offer starting from€ 100,000Make an offer starting from100000 €",€ 304304 €,No,"rue Laurent Delvaux, 25 1400- Nivelles",,,Namur,,,,,,,,Julie CNEUDE,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,
10146703,10146703,house,house,175000,forsale,5560,m,installed,,asnew,,,2,200,true,true,250,true,,,,1,,Namur,After signing the deed,,,As new,8 m,3,"Living area (residential, urban or rural)",,140m²square meters,,Yes,Installed,12m²square meters,2,12m²square meters,12m²square meters,,1,,2,,No,Yes,Yes,,200m²square meters,,Connected,Yes,No,No,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,,,Yes,,No,,No,Non flood zone,,"€ 175,000175000 €",€ 306306 €,No,,,,Namur,1,250m²square meters,,"Yes, conform",,16m²square meters,Yes,,,,,,,,,,,No,Yes,,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,,No,South,,,,,,,,,Yes,,,,,,,€ 125125 €,,,,,,
10047747,10047747,house,house,65000,forsale,5600,m,semiequipped,,torenovate,,757,3,1852,,,1757,,,,1,,,Namur,After signing the deed,,,To renovate,,4,,,77m²square meters,19m²square meters,,Semi equipped,,3,,,,1,,1,,,,,No,1852m²square meters,,,Yes,,,,,,757 kWh/m²kilowatt hour per square meters,G,20220710003926,9 kg CO₂/m²,64534 kWh/year,No,,,,,No,,,Leisure area,"Make an offer starting from€ 65,000Make an offer starting from65000 €",€ 372372 €,No,Faubourg Saint Germain 28 5660- Couvin,http://www.immoleseauxvives.be,2965 - V558,Namur,,1757m²square meters,,,1,,Yes,NICOLAS AMAURY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10128640,10128640,house,house,115000,forsale,5680,m,semiequipped,,good,wood,625,2,912,,true,,,,,1,,,Namur,After signing the deed,,,Good,,4,,,129m²square meters,,,Semi equipped,,2,,,,1,,1,,,Yes,,No,912m²square meters,,,Yes,,,,,,625 kWh/m²kilowatt hour per square meters,G,20220921018216,Not specified,80805 kWh/year,No,Wood,Yes,,,,,,,"Make an offer starting from€ 115,000Make an offer starting from115000 €",€ 292292 €,No,Rue de France 37 5600- Philippeville,http://www.passionimmobiliere.be,872 - 1828,Namur,,,South,,1,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9539560,9539560,house,chalet,120000,forsale,5530,m,semiequipped,,justrenovated,,855,1,494,,true,,true,,,1,2,,Namur,After signing the deed,,,Just renovated,,4,,,62m²square meters,,,Semi equipped,,1,,,,,1,1,,,Yes,,No,494m²square meters,,,Yes,,,,,,855 kWh/m²kilowatt hour per square meters,G,20210924014370,Not specified,52718 kWh/year,No,,Yes,,,,,,,"Make an offer starting from€ 120,000Make an offer starting from120000 €",€ 151151 €,No,Rue Rogier 2 5300- Andenne,http://www.absil-immobiliere.com,191 - 1452,Namur,2,,,,1,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10010056,10010056,house,house,135000,forsale,5020,m,notinstalled,,torenovate,,458,2,250,,,,true,,,,1,,Namur,,,,To renovate,,2,,,125m²square meters,15m²square meters,,Not installed,,2,,,,1,,1,,,,,No,250m²square meters,,Not connected,Yes,,,,,,458 kWh/m²kilowatt hour per square meters,F,20211012000531,Not specified,70800 kWh/year,,,No,,,,,,,"€ 135,000135000 €",€ 555555 €,No,Avenue du Gouverneur Bovesse 1 5100- Jambes,,MALONNECOIN13,Namur,1,,,,,20m²square meters,,,,,70800,,,,,,,,,,,,,No,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10098168,10098168,house,house,149000,forsale,5670,m,usasemiequipped,,good,fueloil,359,3,566,,true,,true,,,2,,,Namur,After signing the deed,,,Good,,3,,,97m²square meters,32m²square meters,,USA semi equipped,,3,,,,,1,1,,,Yes,,No,566m²square meters,,,Yes,,,,,,359 kWh/m²kilowatt hour per square meters,E,20220907003659,Not specified,52009 kWh/year,No,Fuel oil,Yes,,,,,,,"Make an offer starting from€ 149,000Make an offer starting from149000 €",€ 319319 €,Yes,Faubourg Saint Germain 28 5660- Couvin,http://www.immoleseauxvives.be,2977 - V570,Namur,,,,No,2,,,NICOLAS AMAURY,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10039933,10039933,house,house,170000,forsale,5644,m,installed,,asnew,,332,3,130,,true,,,,,,,,Namur,,,,As new,,3,,,150m²square meters,20m²square meters,,Installed,,3,,,,1,,1,,,Yes,,No,130m²square meters,,Connected,Yes,,,,,,332 kWh/m²kilowatt hour per square meters,D,20220728000873,Not specified,40877 kWh/year,,,Yes,,,,,,,"€ 170,000170000 €",€ 280280 €,No,Avenue du Gouverneur Bovesse 1 5100- Jambes,,ERMETONANTHEE40,Namur,,,,,,,,,,,40877,,,,,,,,,,,,,No,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9942547,9942547,house,house,160000,forsale,5660,m,,,tobedoneup,fueloil,361,4,0,true,true,385,,,,1,,,Namur,After signing the deed,,,To be done up,,,,,230m²square meters,32m²square meters,Yes,,16m²square meters,4,17m²square meters,14m²square meters,14m²square meters,,1,1,,No,,Yes,No,,,Connected,No,No,No,No,Yes,No,361 kWh/m²kilowatt hour per square meters,E,20220311007241,Not specified,71764 kWh/year,No,Fuel oil,Yes,,,,,,,"€ 160,000160000 €",€ 706706 €,No,Rue de la folie 28 5650- Yves-Gomezee,http://www.v-immo.be,7096392,Namur,,385m²square meters,,No,1,,,Coline GOCHART,,,,,,10m²square meters,,25m²square meters,,No,,,No,Yes,,No,No,No,No,Yes,No,,No,,,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,
9869473,9869473,house,house,169000,forsale,5190,m,semiequipped,,torenovate,fueloil,629,6,808,true,true,,,,,1,2,,Namur,After signing the deed,,,To renovate,,4,,,145m²square meters,24m²square meters,,Semi equipped,10m²square meters,6,16m²square meters,11m²square meters,10m²square meters,1,,1,,No,,,No,808m²square meters,,,,,,,,,629 kWh/m²kilowatt hour per square meters,G,20220406016367,Not specified,Not specified,,Fuel oil,No,,,,,Non flood zone,"Living area (residential, urban or rural)","€ 169,000169000 €",€ 529529 €,No,Avenue Général Mellier 20 5030- Gembloux,http://www.om-immo.be,spir2135,Namur,2,,West,No,1,,,,Yes,,,,15m²square meters,8m²square meters,8m²square meters,20m²square meters,,,,,No,,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
9995831,9995831,house,house,185000,forsale,5100,m,notinstalled,,torenovate,,474,4,1200,,true,1600,,true,,2,3,,Namur,After signing the deed,,,To renovate,,3,Isolated,Link to the virtual visit,164m²square meters,,,Not installed,,4,,,,1,1,1,,Yes,Yes,,No,1200m²square meters,,Not connected,No,No,No,,Yes,No,474 kWh/m²kilowatt hour per square meters,F,20220624002384,474 kg CO₂/m²,77476 kWh/year,,,Yes,,,,,,,"€ 185,000185000 €",€ 590590 €,No,Rue longue 686200- Bouffioulx,http://www.immovalle-sanz.be,4800941,Namur,3,1600m²square meters,,,2,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9996710,9996710,house,house,189000,forsale,5000,m,semiequipped,,torenovate,gas,221,4,156,,true,,true,,,,,,Namur,Depending on the tenant,,,To renovate,,2,,,190m²square meters,,,Semi equipped,,4,,,,,4,4,,,Yes,,No,156m²square meters,,,,,,,,,221 kWh/m²kilowatt hour per square meters,C,20200804004666,Not specified,6476 kWh/year,No,Gas,,,,,,Non flood zone,,"€ 189,000189000 €",€ 704704 €,No,"Chaussée Nationale 4, b 21 5330- Sart-Bernard",,91 - 1340,Namur,,,South West,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10065334,10065334,house,house,195000,forsale,5070,m,notinstalled,,good,fueloil,349,2,80,,true,,,,,,,,Namur,After signing the deed,,,Good,,2,,,130m²square meters,24m²square meters,,Not installed,,2,,,,1,,3,,,Yes,,No,80m²square meters,,,Yes,,,,,,349 kWh/m²kilowatt hour per square meters,E,20220221014440,Not specified,37300 kWh/year,No,Fuel oil,Yes,,,,,,Mixed living area (accommodation &amp; economic activities),"€ 195,000195000 €",€ 870870 €,No,"Rue Pépin, n° 56 bte 1 5000- Namur",http://www.ad-immo.be,3569 - 919,Namur,,,,"Yes, conform",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9975016,9975016,house,house,215000,forsale,5564,m,installed,,good,,166,4,248,,,248,,,,,3,,Namur,,,,Good,,2,,Link to the virtual visit,175m²square meters,,,Installed,,4,,,,1,,2,,,,,No,248m²square meters,,Connected,Yes,,,,,,166 kWh/m²kilowatt hour per square meters,B,20220427020522,Not specified,29588 kWh/year,,,No,,,,,,,"€ 215,000215000 €",€ 100100 €,No,Avenue du Gouverneur Bovesse 1 5100- Jambes,,WANLINBATIS4A,Namur,3,248m²square meters,,,,,,,,,29588,,,,,,,,,,,,,No,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10093171,10093171,house,countrycottage,195000,forsale,5575,m,notinstalled,,torenovate,fueloil,430,3,1780,true,true,,,true,,1,3,,Namur,After signing the deed,,,To renovate,16 m,4,Isolated,,160m²square meters,,,Not installed,,3,,,,2,,2,,Yes,Yes,Yes,No,1780m²square meters,,Connected,No,,,,Yes,No,430 kWh/m²kilowatt hour per square meters,F,202208300011454,108 kg CO₂/m²,92343 kWh/year,,Fuel oil,,150m²square meters,No,No,,Non flood zone,,"Make an offer starting from€ 195,000Make an offer starting from195000 €",€ 415415 €,No,Rue de la Station 20A 6920- Wellin,http://www.wellimmo.be,4866924,Namur,3,,,,1,,,,,,,Ardennes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10017350,10017350,house,house,225000,forsale,5001,m,installed,,good,,586,3,215,,true,215,,,,1,2,,Namur,,,,Good,,3,,,120m²square meters,23m²square meters,,Installed,,3,,,,1,,1,,,Yes,,No,215m²square meters,,Connected,Yes,,,,,,586 kWh/m²kilowatt hour per square meters,G,20160323017257,Not specified,57832 kWh/year,,,Yes,,,,,,,"€ 225,000225000 €",€ 845845 €,No,Avenue du Gouverneur Bovesse 1 5100- Jambes,,BELGRADECYPRES29,Namur,2,215m²square meters,,,1,,,,,,57832,,,,,,,,,,,,,No,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10084157,10084157,house,house,219000,forsale,5600,m,installed,,good,,163,2,2125,,,,,,,,4,,Namur,After signing the deed,,,Good,,4,,,100m²square meters,,,Installed,,2,,,,1,,1,,,,,No,2125m²square meters,,,Yes,,,,,,163 kWh/m²kilowatt hour per square meters,B,20220827002581,Not specified,16302 kWh/year,No,,Yes,,,,,,,"Make an offer starting from€ 219,000Make an offer starting from219000 €",€ 438438 €,No,Rue de France 37 5600- Philippeville,http://www.passionimmobiliere.be,849 - 1811,Namur,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9942995,9942995,house,bungalow,225000,forsale,5020,m,notinstalled,1975,tobedoneup,,369,2,605,,,600,true,,,,,,Namur,After signing the deed,,1975,To be done up,,4,"Living area (residential, urban or rural)",,94m²square meters,26m²square meters,,Not installed,7m²square meters,2,16m²square meters,12m²square meters,,1,,1,,No,,,No,605m²square meters,,,,,,,,,369 kWh/m²kilowatt hour per square meters,E,20220523017581,76 kg CO₂/m²,Not specified,,,Yes,115m²square meters,,,,,Extended residential area,"€ 225,000225000 €",€ 961961 €,No,Rue Notre Dame 124 5000- Namur,http://www.immocarre.be,1185,Namur,,600m²square meters,,No,,12m²square meters,,,,,,,,,,,,,,,No,Yes,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
10010496,10010496,house,house,229000,forsale,5570,m,semiequipped,1875,good,,370,3,609,true,true,,true,,,1,3,,Namur,,,1875,Good,,2,,Link to the virtual visit,260m²square meters,34m²square meters,Yes,Semi equipped,11m²square meters,3,16m²square meters,11m²square meters,18m²square meters,2,2,2,,,Yes,Yes,,609m²square meters,,Connected,No,No,Yes,,Yes,,370 kWh/m²kilowatt hour per square meters,E,20220520005226,92 kg CO₂/m²,77956 kWh/year,,,Yes,,,,,Non flood zone,,"Make an offer starting from€ 229,000Make an offer starting from229000 €",€ 530530 €,No,Rue de Skeuvre 3 5360- Hamois,http://www.lacledesmaisons.be,4755142,Namur,3,,,,1,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10041346,10041346,house,house,230000,forsale,5680,m,installed,1850,tobedoneup,fueloil,484,4,2107,true,true,,,,,,,,Namur,Immediately,,1850,To be done up,,4,Countryside,,207m²square meters,22m²square meters,Yes,Installed,18m²square meters,4,23m²square meters,19m²square meters,14m²square meters,1,,1,,,Yes,Yes,,2107m²square meters,,,,,,,,,484 kWh/m²kilowatt hour per square meters,F,20220623018294,Not specified,100432 kWh/year,,Fuel oil,,,No,No,No,,"Living area (residential, urban or rural)","Make an offer starting from€ 230,000Make an offer starting from230000 €",€ 438438 €,No,Rue de Mettet 68 5620- Florennes,,,Namur,,,South East,,,,,Angela RICCI,Yes,,,,,17m²square meters,,,,,,,,,,,,,,,,,,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,
10047455,10047455,house,house,239000,forsale,5621,m,,,asnew,,732,2,1300,true,,1300,true,,,,,,Namur,After signing the deed,,,As new,35 m,4,Landscape,,102m²square meters,,Yes,,,2,,,,,,,,No,,Yes,,1300m²square meters,,Connected,No,No,No,No,Yes,No,732 kWh/m²kilowatt hour per square meters,G,20220725015606,Not specified,Not specified,,,Yes,,,,,,,"€ 239,000239000 €",€ 453453 €,No,,,,Namur,,1300m²square meters,South,,,30m²square meters,,,,,,,,,,,,No,Yes,1,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,All kind,,South,,,,,,,,,Yes,,,,,,,,,,,,,
10021264,10021264,house,house,250000,forsale,5031,m,semiequipped,,torenovate,fueloil,467,3,2228,,true,,true,,,2,2,,Namur,After signing the deed,,,To renovate,,4,Countryside,,235m²square meters,,Yes,Semi equipped,40m²square meters,3,22m²square meters,16m²square meters,66m²square meters,2,2,2,,No,,,No,2228m²square meters,,,,Yes,Yes,No,No,No,467 kWh/m²kilowatt hour per square meters,F,20220526010976,116 kg CO₂/m²,Not specified,,Fuel oil,No,,,,,Non flood zone,Extended residential area,"€ 250,000250000 €",€ 592592 €,No,Avenue Général Mellier 20 5030- Gembloux,http://www.om-immo.be,spir2207,Namur,2,,South,No,2,45m²square meters,,,Yes,,,,,,,29m²square meters,,No,Yes,1,No,Yes,,,,,,,No,,No,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
10108489,10108489,house,house,249000,forsale,5660,m,usainstalled,,good,fueloil,495,3,240,,true,,true,true,,,,,Namur,After signing the deed,,,Good,,2,,,135m²square meters,31m²square meters,,USA installed,,3,,,,,1,2,,Yes,Yes,,No,240m²square meters,,,Yes,,,,,,495 kWh/m²kilowatt hour per square meters,F,20150625021454,Not specified,100364 kWh/year,No,Fuel oil,Yes,,,,,,"Living area (residential, urban or rural)","Make an offer starting from€ 249,000Make an offer starting from249000 €",€ 552552 €,No,Faubourg Saint Germain 28 5660- Couvin,http://www.immoleseauxvives.be,2979 - V572,Namur,,,,No,,,,NICOLAS AMAURY,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10043398,10043398,house,house,259000,forsale,5537,m,installed,1950,good,fueloil,197,3,325,true,true,150,,,,,,,Namur,To be defined,,1950,Good,11 m,3,,,270m²square meters,32m²square meters,,Installed,16m²square meters,3,13m²square meters,13m²square meters,12m²square meters,2,2,2,,,Yes,Yes,No,325m²square meters,20 mmeters,Connected,No,,,,,,197 kWh/m²kilowatt hour per square meters,C,20200629003358,5 kg CO₂/m²,18393 kWh/year,,Fuel oil,Yes,160m²square meters,,No,No,Non flood zone,"Living area (residential, urban or rural)","Make an offer starting from€ 259,000Make an offer starting from259000 €",€ 678678 €,No,Rue de la Gare 33 5170- Lustin,http://www.cap-sud.com,4850432,Namur,,150m²square meters,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9951346,9951346,house,house,280000,forsale,5024,m,semiequipped,1970,good,gas,346,2,4088,true,true,3945,true,true,,2,4,,Namur,After signing the deed,,1970,Good,,4,Countryside,,143m²square meters,,,Semi equipped,,2,,,,1,1,1,,Yes,Yes,Yes,,4088m²square meters,,,Yes,,,,,,346 kWh/m²kilowatt hour per square meters,E,20220329005719,Not specified,49285 kWh/year,,Gas,Yes,,,,,,,"Make an offer starting from€ 280,000Make an offer starting from280000 €",€ 857857 €,,"Route de Licge, 5 5300- Thon-Samson",,,Namur,4,3945m²square meters,South,,2,,,Etude d'Harveng et de Voghel,,Yes,,,,,,,,,Yes,1,,Yes,,,,Yes,,Yes,,,,,,,,,,,,,South,,,,,,,,,Yes,,,,,,,,,,,,,
9975010,9975010,house,house,285000,forsale,5100,m,installed,,good,,339,3,321,,true,321,true,,,1,2,,Namur,,,,Good,,3,,,195m²square meters,20m²square meters,,Installed,,3,,,,1,,1,,,Yes,,No,321m²square meters,,Connected,Yes,,,,,,339 kWh/m²kilowatt hour per square meters,D,20220425014722,Not specified,54507 kWh/year,,,No,,,,,,,"€ 285,000285000 €",€ 639639 €,No,Avenue du Gouverneur Bovesse 1 5100- Jambes,,JAMBESGERONSART62,Namur,2,321m²square meters,,,1,60m²square meters,,,,,54507,,,,,,,,,,,,,No,Yes,,No,,,,,,,,,,,,,,West,,,,,,,,,,,,,,,,,,,,,,
10099712,10099712,house,house,285000,forsale,5370,m,installed,1870,good,,344,3,654,,,,true,,,1,10,,Namur,After signing the deed,,1870,Good,,3,,Link to the virtual visit,187m²square meters,29m²square meters,Yes,Installed,14m²square meters,3,24m²square meters,8m²square meters,28m²square meters,1,1,1,,,,,,654m²square meters,,Connected,No,,,,Yes,,344 kWh/m²kilowatt hour per square meters,E,202208200003698,85 kg CO₂/m²,82631 kWh/year,,,Yes,,,No,No,Non flood zone,,"Make an offer starting from€ 285,000Make an offer starting from285000 €",€ 439439 €,No,Rue de Skeuvre 3 5360- Hamois,http://www.lacledesmaisons.be,4895643,Namur,10,,,,1,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
